From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
vectorbase:AGAP009974	B3VDI7	unreviewed	B3VDI7_ANOGA	Anopheline antiplatelet protein (Anti-platelet protein)		Anopheles gambiae (African malaria mosquito)	252								
vectorbase:AGAP009974	B3VDI8	unreviewed	B3VDI8_ANOGA	Anti-platelet protein		Anopheles gambiae (African malaria mosquito)	224								
vectorbase:AGAP009974	B3VDI9	unreviewed	B3VDI9_ANOGA	Anti-platelet protein		Anopheles gambiae (African malaria mosquito)	234								
vectorbase:AGAP009974	Q7Q149	unreviewed	Q7Q149_ANOGA	AGAP009974-PA	AgaP_AGAP009974	Anopheles gambiae (African malaria mosquito)	180								
vectorbase:AGAP009974	Q8WR41	unreviewed	Q8WR41_ANOGA	30 kDa protein		Anopheles gambiae (African malaria mosquito)	182		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:AMEM017930	A0A182VNE6	unreviewed	A0A182VNE6_ANOME	Anopheline antiplatelet protein		Anopheles merus (Mosquito)	252								
vectorbase:ACHR008324	A0A182KC37	unreviewed	A0A182KC37_9DIPT	Anopheline antiplatelet protein		Anopheles christyi	252								
vectorbase:AMAM019210	A0A182T416	unreviewed	A0A182T416_9DIPT	SCP domain-containing protein		Anopheles maculatus	265		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:AFAF001632	A0A182Q278	unreviewed	A0A182Q278_9DIPT	Pectin lyase-like superfamily protein		Anopheles farauti	250								
vectorbase:AMEC010268	A0A182TXV1	unreviewed	A0A182TXV1_9DIPT	Anopheline antiplatelet protein		Anopheles melas	248								
vectorbase:ADAC001407	A0A2M4CNQ4	unreviewed	A0A2M4CNQ4_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	197		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ADAC001407	A0A2M4CNV4	unreviewed	A0A2M4CNV4_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	197		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ADAC001407	A0A2M4CNZ8	unreviewed	A0A2M4CNZ8_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	196		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ADAC001407	A0A2M4CPP6	unreviewed	A0A2M4CPP6_ANODA	Putative secreted protein		Anopheles darlingi (Mosquito)	184								
vectorbase:ADAC001407	B6DDW9	unreviewed	B6DDW9_ANODA	GSG8-like protein short form		Anopheles darlingi (Mosquito)	86		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ADAC001407	W5JQX5	unreviewed	W5JQX5_ANODA	Salivary gland protein 8	AND_001407	Anopheles darlingi (Mosquito)	248		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ASIS011197	A0A084W362	unreviewed	A0A084W362_ANOSI	SCP domain-containing protein (Venom allergen)	ZHAS_00012558	Anopheles sinensis (Mosquito)	195		extracellular region [GO:0005576]	extracellular region [GO:0005576]		GO:0005576			
vectorbase:ASIS019331	A0A084VHI5	unreviewed	A0A084VHI5_ANOSI	AGAP001989-PA-like protein	ZHAS_00004562	Anopheles sinensis (Mosquito)	255								
vectorbase:ASIS019331	A0A084WA00	unreviewed	A0A084WA00_ANOSI	Transcriptional regulator	ZHAS_00015063	Anopheles sinensis (Mosquito)	133								
vectorbase:AATE013683	A0A182J922	unreviewed	A0A182J922_9DIPT	Salivary gland protein 8		Anopheles atroparvus	242								
vectorbase:AALB000058	Q45TQ0	unreviewed	Q45TQ0_ANOAL	Anopheline antiplatelet protein (Salivary gland protein)	GP35-2	Anopheles albimanus (New world malaria mosquito)	240								
vectorbase:AALB000058	Q45TQ1	unreviewed	Q45TQ1_ANOAL	Salivary gland protein	GP35-1	Anopheles albimanus (New world malaria mosquito)	240								
vectorbase:ADAC001757	A0A2M4CND4	unreviewed	A0A2M4CND4_ANODA	Putative ge rich salivary gland protein		Anopheles darlingi (Mosquito)	202								
vectorbase:ADAC001757	A0A2M4CQC7	unreviewed	A0A2M4CQC7_ANODA	Putative conserved protein with signal anchor		Anopheles darlingi (Mosquito)	330								
vectorbase:ADAC001757	C4N136	unreviewed	C4N136_ANODA	GE rich salivary gland protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N137	unreviewed	C4N137_ANODA	30 kDa salivary antigen family protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N138	unreviewed	C4N138_ANODA	GE rich salivary gland protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N139	unreviewed	C4N139_ANODA	GE rich salivary gland protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N141	unreviewed	C4N141_ANODA	30 kDa salivary antigen family protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N142	unreviewed	C4N142_ANODA	GE rich salivary gland protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	C4N143	unreviewed	C4N143_ANODA	30 kDa salivary antigen family protein		Anopheles darlingi (Mosquito)	236								
vectorbase:ADAC001757	W5JPZ3	unreviewed	W5JPZ3_ANODA	Anopheline antiplatelet protein	AND_001757	Anopheles darlingi (Mosquito)	236								
vectorbase:AMEC010337	A0A182TXZ1	unreviewed	A0A182TXZ1_9DIPT	Salivary gland protein 8		Anopheles melas	224								
vectorbase:AGAP010647	A0A1S4H5F1	unreviewed	A0A1S4H5F1_ANOGA	Salivary gland protein 8		Anopheles gambiae (African malaria mosquito)	224								
vectorbase:AGAP010647	Q9BIH1	unreviewed	Q9BIH1_ANOGA	AGAP010647-PA (GSG8 protein)	gSG8 AgaP_AGAP010647	Anopheles gambiae (African malaria mosquito)	128								
vectorbase:AMEM006289	A0A182UZG1	unreviewed	A0A182UZG1_ANOME	Salivary gland protein 8		Anopheles merus (Mosquito)	224								
vectorbase:AMAM015848	A0A182SY93	unreviewed	A0A182SY93_9DIPT	Salivary gland protein 8		Anopheles maculatus	223								
vectorbase:AFAF002396	A0A182Q3L2	unreviewed	A0A182Q3L2_9DIPT	Salivary gland protein 8		Anopheles farauti	221								
vectorbase:ACUA015614	A0A182MDH4	unreviewed	A0A182MDH4_9DIPT	Salivary gland protein 8		Anopheles culicifacies	218								
vectorbase:ASIS003042	A0A084VY17	unreviewed	A0A084VY17_ANOSI	D7-related 3.2 protein	ZHAS_00010614	Anopheles sinensis (Mosquito)	168	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMAM012607	A0A182SSM6	unreviewed	A0A182SSM6_9DIPT	DUF3800 domain-containing protein		Anopheles maculatus	107	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AALB001306	A0A182F4B6	unreviewed	A0A182F4B6_ANOAL	Odorant-binding protein		Anopheles albimanus (New world malaria mosquito)	179	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF007937	A0A182QDE7	unreviewed	A0A182QDE7_9DIPT	Secreted protein		Anopheles farauti	173								
vectorbase:AGAP006504	Q7Q5D5	unreviewed	Q7Q5D5_ANOGA	AGAP006504-PA (Salivary gland protein 2-like)	1277099 AgaP_AGAP006504	Anopheles gambiae (African malaria mosquito)	173								
vectorbase:AATE017505	A0A182JG72	unreviewed	A0A182JG72_9DIPT	DUF725 domain-containing protein		Anopheles atroparvus	172	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ACUA001093	A0A182LSV0	unreviewed	A0A182LSV0_9DIPT	D7 protein long form		Anopheles culicifacies	285	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AATE019249	A0A182JJI8	unreviewed	A0A182JJI8_9DIPT	D7-related 3.2 protein		Anopheles atroparvus	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010085	Q95V44	unreviewed	Q95V44_ANODA	D7-related 3.2 protein		Anopheles darlingi (Mosquito)	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010085	Q95V45	unreviewed	Q95V45_ANODA	D7-related 3.1 protein		Anopheles darlingi (Mosquito)	143	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010085	W5J3D2	unreviewed	W5J3D2_ANODA	D7-related 3.2 protein	AND_010085	Anopheles darlingi (Mosquito)	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008283	A0A1S4GYH9	unreviewed	A0A1S4GYH9_ANOGA	D7 short form salivary protein		Anopheles gambiae (African malaria mosquito)	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008283	O76816	unreviewed	O76816_ANOGA	D7r3 protein	D7r3	Anopheles gambiae (African malaria mosquito)	156	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008283	Q7Q487	unreviewed	Q7Q487_ANOGA	AGAP008283-PA	AgaP_AGAP008283	Anopheles gambiae (African malaria mosquito)	179	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008283	Q9UB32	unreviewed	Q9UB32_ANOGA	D7-related 3 protein	D7r3	Anopheles gambiae (African malaria mosquito)	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEM012547	A0A182VCC2	unreviewed	A0A182VCC2_ANOME	Short form D7 salivary protein		Anopheles merus (Mosquito)	169	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEC020566	A0A182UHM1	unreviewed	A0A182UHM1_9DIPT	Salivary gland protein 2-like		Anopheles melas	169								
vectorbase:AATE005138	A0A182ITG1	unreviewed	A0A182ITG1_9DIPT	Short form D7 salivary protein		Anopheles atroparvus	171	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008282	O76815	unreviewed	O76815_ANOGA	D7r2 protein	D7r2	Anopheles gambiae (African malaria mosquito)	150	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008282	Q9UB31	unreviewed	Q9UB31_ANOGA	AGAP008282-PA (D7 short form salivary protein) (D7-related 2 protein)	D7r2 1277700 AgaP_AGAP008282	Anopheles gambiae (African malaria mosquito)	168	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ACUA022599	A0A182MNM2	unreviewed	A0A182MNM2_9DIPT	Secreted protein		Anopheles culicifacies	287	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF019494	A0A182QYL5	unreviewed	A0A182QYL5_9DIPT	D7 short form salivary protein		Anopheles farauti	168	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ACHR009978	A0A182KGU0	unreviewed	A0A182KGU0_9DIPT	Odorant-binding protein		Anopheles christyi	234	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF000074	A0A182PZH1	unreviewed	A0A182PZH1_9DIPT	Short form D7 salivary protein		Anopheles farauti	167	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF019923	A0A182QZE4	unreviewed	A0A182QZE4_9DIPT	Short form D7 salivary protein		Anopheles farauti	167	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ASIS015632	A0A084VY16	unreviewed	A0A084VY16_ANOSI	A348	ZHAS_00010613	Anopheles sinensis (Mosquito)	168	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEM011874	A0A182VAZ3	unreviewed	A0A182VAZ3_ANOME	Salivary gland protein 2-like		Anopheles merus (Mosquito)	167								
vectorbase:AGAP008284	O97414	unreviewed	O97414_ANOGA	D7r1 protein	D7r1	Anopheles gambiae (African malaria mosquito)	111	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008284	Q7Q488	unreviewed	Q7Q488_ANOGA	AGAP008284-PA (D7 short form salivary protein)	1277698 AgaP_AGAP008284	Anopheles gambiae (African malaria mosquito)	165	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008284	Q9UB30	unreviewed	Q9UB30_ANOGA	D7-related 1 protein	D7r1	Anopheles gambiae (African malaria mosquito)	165	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AMEC015049	A0A182U6Z7	unreviewed	A0A182U6Z7_9DIPT	Short form D7 salivary protein		Anopheles melas	165	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008281	Q7PNF2	unreviewed	Q7PNF2_ANOGA	AGAP008281-PA (D7 short form salivary protein)	1277701 AgaP_AGAP008281	Anopheles gambiae (African malaria mosquito)	165	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008281	Q9BIH3	unreviewed	Q9BIH3_ANOGA	D7-related 4 protein (D7r4 protein)	d7r4 D7r4	Anopheles gambiae (African malaria mosquito)	165	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AFAF004698	A0A182Q7P8	unreviewed	A0A182Q7P8_9DIPT	Odorant-binding protein		Anopheles farauti	171	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010087	B6DDQ2	unreviewed	B6DDQ2_ANODA	Short D7 protein		Anopheles darlingi (Mosquito)	172	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:ADAC010087	B6DDQ3	unreviewed	B6DDQ3_ANODA	Short D7 protein	AND_010087	Anopheles darlingi (Mosquito)	172	response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]		odorant binding [GO:0005549]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	odorant binding [GO:0005549]	GO:0005549; GO:0007608; GO:0050896			
vectorbase:AGAP008216	Q7Q451	unreviewed	Q7Q451_ANOGA	AGAP008216-PA (Salivary gland protein 7)	1277760 AgaP_AGAP008216	Anopheles gambiae (African malaria mosquito)	145								
vectorbase:AGAP008216	Q9BIH4	unreviewed	Q9BIH4_ANOGA	GSG7 protein	gSG7	Anopheles gambiae (African malaria mosquito)	145								
vectorbase:AMEM013747	A0A182VET1	unreviewed	A0A182VET1_ANOME	Salivary secreted peptide		Anopheles merus (Mosquito)	145								
vectorbase:AATE014342	A0A182JAC0	unreviewed	A0A182JAC0_9DIPT	Secreted protein		Anopheles atroparvus	145								
vectorbase:ACHR008117	A0A182KBI0	unreviewed	A0A182KBI0_9DIPT	Salivary secreted peptide		Anopheles christyi	144								
vectorbase:AGAP013724	A0A1S4HCC4	unreviewed	A0A1S4HCC4_ANOGA	Salivary gland protein 7-like 3		Anopheles gambiae (African malaria mosquito)	141								
vectorbase:AMEC001237	A0A182TF86	unreviewed	A0A182TF86_9DIPT	Salivary secreted peptide		Anopheles melas	143								
vectorbase:ASIS019540	A0A084VFY0	unreviewed	A0A084VFY0_ANOSI	GSG7 salivary protein	ZHAS_00004040	Anopheles sinensis (Mosquito)	146								
vectorbase:AFAF019215	A0A182QY53	unreviewed	A0A182QY53_9DIPT	Salivary protein		Anopheles farauti	143								
vectorbase:ADIR006362	A0A182NFE0	unreviewed	A0A182NFE0_9DIPT	Salivary gland protein 7-like		Anopheles dirus	143								
vectorbase:ACUA005709	A0A182LZH2	unreviewed	A0A182LZH2_9DIPT	Retinoic acid receptor responder protein 2		Anopheles culicifacies	142								
vectorbase:AMAM002523	A0A182S9T4	unreviewed	A0A182S9T4_9DIPT	Secreted protein		Anopheles maculatus	142								
vectorbase:AFAF011308	A0A182QJ77	unreviewed	A0A182QJ77_9DIPT	Salivary secreted peptide		Anopheles farauti	142								
vectorbase:AGAP008215	A0A1S4GYA9	unreviewed	A0A1S4GYA9_ANOGA	Salivary gland protein 7-like		Anopheles gambiae (African malaria mosquito)	141								
vectorbase:AMEC014046	A0A182U535	unreviewed	A0A182U535_9DIPT	Secreted protein		Anopheles melas	141								
vectorbase:ACHR008118	A0A182KBI1	unreviewed	A0A182KBI1_9DIPT	Secreted protein		Anopheles christyi	141								
vectorbase:ACUA017716	A0A182MGG5	unreviewed	A0A182MGG5_9DIPT	Secreted protein		Anopheles culicifacies	141								
vectorbase:AATE006599	A0A182IW38	unreviewed	A0A182IW38_9DIPT	Salivary protein		Anopheles atroparvus	141								
vectorbase:AMAM021051	A0A182T794	unreviewed	A0A182T794_9DIPT	Uncharacterized protein		Anopheles maculatus	124								
vectorbase:AMAM005167	A0A182SEI2	unreviewed	A0A182SEI2_9DIPT	Salivary gland protein 6		Anopheles maculatus	120								
vectorbase:ASTE003900	Q8I6Q4	unreviewed	Q8I6Q4_ANOST	Putative salivary protein SG2B		Anopheles stephensi (Indo-Pakistan malaria mosquito)	116								
vectorbase:AMAM008764	A0A182SKV1	unreviewed	A0A182SKV1_9DIPT	Secreted protein		Anopheles maculatus	116								
vectorbase:AARA001017	C1K7K0	unreviewed	C1K7K0_ANOAR	GSG6 salivary protein (Salivary gland protein 6)	gSG6	Anopheles arabiensis (Mosquito)	115								
vectorbase:AMEM011397	A0A182VA08	unreviewed	A0A182VA08_ANOME	Salivary gland protein 6		Anopheles merus (Mosquito)	115								
vectorbase:AMEC001483	C1K7K3	unreviewed	C1K7K3_9DIPT	GSG6 salivary protein (Salivary gland protein 6)	gSG6	Anopheles melas	115								
vectorbase:AGAP006506	O97408	unreviewed	O97408_ANOGA	SG2 protein	SG2	Anopheles gambiae (African malaria mosquito)	114								
vectorbase:AGAP006506	Q7JMV5	unreviewed	Q7JMV5_ANOGA	GSG2 protein	gSG2	Anopheles gambiae (African malaria mosquito)	111								
vectorbase:AGAP006506	Q7PNZ2	unreviewed	Q7PNZ2_ANOGA	AGAP006506-PA (Salivary gland protein 2)	1277100 AgaP_AGAP006506	Anopheles gambiae (African malaria mosquito)	114								
vectorbase:AARA008387	A0A182I490	unreviewed	A0A182I490_ANOAR	Secreted protein		Anopheles arabiensis (Mosquito)	114								
vectorbase:AQUA006341	A0A182X952	unreviewed	A0A182X952_ANOQN	Secreted protein		Anopheles quadriannulatus (Mosquito)	114								
vectorbase:AMEC002763	A0A182TI83	unreviewed	A0A182TI83_9DIPT	Secreted protein		Anopheles melas	114								
vectorbase:AFUN003883	A0A182RCG7	unreviewed	A0A182RCG7_ANOFN	Salivary gland protein 6		Anopheles funestus (African malaria mosquito)	114								
vectorbase:AFUN003883	Q06DK6	unreviewed	Q06DK6_ANOFN	Gsg6 salivary peptide		Anopheles funestus (African malaria mosquito)	114								
vectorbase:ASTE000264	Q86M93	unreviewed	Q86M93_ANOST	GSG6 salivary gland protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	114								
vectorbase:AATE009364	A0A182J155	unreviewed	A0A182J155_9DIPT	Salivary gland protein 6		Anopheles atroparvus	114								
vectorbase:AMEM010672	A0A182V8I4	unreviewed	A0A182V8I4_ANOME	Secreted protein		Anopheles merus (Mosquito)	111								
vectorbase:AMIN005447	A0A182W534	unreviewed	A0A182W534_9DIPT	Salivary gland protein 6		Anopheles minimus	110								
vectorbase:ACHR005518	A0A182K433	unreviewed	A0A182K433_9DIPT	Salivary gland protein 6		Anopheles christyi	109								
vectorbase:AEPI010446	A0A182PU10	unreviewed	A0A182PU10_9DIPT	Salivary gland protein 6		Anopheles epiroticus	109								
vectorbase:ASIS003087	A0A084WFP8	unreviewed	A0A084WFP8_ANOSI	GSG6 salivary gland protein	ZHAS_00017054	Anopheles sinensis (Mosquito)	108								
vectorbase:ADIR000828	A0A182MZM3	unreviewed	A0A182MZM3_9DIPT	Salivary gland protein 6		Anopheles dirus	107								
vectorbase:AATE013208	A0A182J866	unreviewed	A0A182J866_9DIPT	Secreted protein		Anopheles atroparvus	195								
vectorbase:ASIS005999	A0A084W6I4	unreviewed	A0A084W6I4_ANOSI	AGAP006506-PA-like protein	ZHAS_00013691	Anopheles sinensis (Mosquito)	104								
vectorbase:AGAP008004	O97416	unreviewed	O97416_ANOGA	CE5 protein	cE5	Anopheles gambiae (African malaria mosquito)	101								
vectorbase:AGAP008004	Q7Q3R9	unreviewed	Q7Q3R9_ANOGA	AGAP008004-PA	1277947 AgaP_AGAP008004	Anopheles gambiae (African malaria mosquito)	103			molecular function inhibitor activity [GO:0140678]	molecular function inhibitor activity [GO:0140678]	GO:0140678			
vectorbase:AFAF016250	A0A182QT14	unreviewed	A0A182QT14_9DIPT	Salivary gland protein 6		Anopheles farauti	103								
vectorbase:AMEM012461	A0A182VC60	unreviewed	A0A182VC60_ANOME	Secreted phosphoprotein 1		Anopheles merus (Mosquito)	102								
vectorbase:AFUN004964	A0A182RFI2	unreviewed	A0A182RFI2_ANOFN	Secreted phosphoprotein 1		Anopheles funestus (African malaria mosquito)	102								
vectorbase:AFUN004964	Q06DF9	unreviewed	Q06DF9_ANOFN	Anophelin-like funestolin		Anopheles funestus (African malaria mosquito)	102								
vectorbase:AATE002472	A0A182INI3	unreviewed	A0A182INI3_9DIPT	Secreted protein		Anopheles atroparvus	496								
vectorbase:ACUA026308	A0A182M6C1	unreviewed	A0A182M6C1_9DIPT	Osteopontin		Anopheles culicifacies	101								
vectorbase:ASTE006313	Q8I6P7	unreviewed	Q8I6P7_ANOST	Salivary anti-thrombin anophelin		Anopheles stephensi (Indo-Pakistan malaria mosquito)	101								
vectorbase:AMIN006263	A0A182W7E1	unreviewed	A0A182W7E1_9DIPT	Secreted protein		Anopheles minimus	96								
vectorbase:AMIN007878	A0A182WBZ9	unreviewed	A0A182WBZ9_9DIPT	Secreted protein		Anopheles minimus	151								
vectorbase:AMAM004018	A0A182SCI0	unreviewed	A0A182SCI0_9DIPT	Secreted protein		Anopheles maculatus	107								
vectorbase:ACUA014083	A0A182MBB1	unreviewed	A0A182MBB1_9DIPT	Secreted protein		Anopheles culicifacies	177		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
vectorbase:ASTE005093	A0A182YNS5	unreviewed	A0A182YNS5_ANOST	Secreted protein		Anopheles stephensi (Indo-Pakistan malaria mosquito)	141								
vectorbase:ASTE005093	Q8I6Q8	unreviewed	Q8I6Q8_ANOST	Hypothetical salivary protein 8.2		Anopheles stephensi (Indo-Pakistan malaria mosquito)	93								
vectorbase:AEPI004057	A0A182PAV2	unreviewed	A0A182PAV2_9DIPT	DUF725 domain-containing protein		Anopheles epiroticus	136								
vectorbase:ACHR001622	A0A182JSZ0	unreviewed	A0A182JSZ0_9DIPT	Secreted protein		Anopheles christyi	92								
